	Malot_ClotildeMartory	Flaubert_MadameBovary	Gaboriau_Lerouge	Maupassant_PierreJean	Aimard_BanditsArizona	Stolz_TresorNanette	Zola_Nana	sum
d’aisance	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
condenser	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
d’aimer	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
d’ailes	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
concilier	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
d’agrément	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
d’agriculture	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
concluantes	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
concluants	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
conclure	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0
conclusions	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
conclut-elle	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
d’adolescent	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
d’actrice	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
confiture	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
dévisageait	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
compromettante	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
consolant	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0
détaillées	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0
consentaient	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0
consentirais	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0
conserva	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0
détachée	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0
désœuvrement	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
désorganisation	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
désordonnée	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0
considéré	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0
consignes	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
consistait	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0
consolais	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
consolantes	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
conseillée	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
consolerait	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
désobéir	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
consoles	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
désireuse	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
désires	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0
consolez	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
désirerais	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0
désira	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
désintéressée	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
désintéressé	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0
désintéressaient	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
désillusionnée	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
déteint	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
déteinte	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
dévisagea	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
connaîtrait	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0
confondus	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
conformé	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
développée	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0
conférences	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
détroit	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0
détrempée	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0
conjugale	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
détraquée	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0
détraquements	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
conjuré	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
connaissions	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
détournés	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0
connaîtrez	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0
déteintes	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
détestée	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0
détester	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0
détestaient	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0
consciences	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
déterminée	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
déterminer	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
consciencieusement	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0
consciencieux	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0
détenus	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
conseillez	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
détendus	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0
dételer	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
d’amis	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
comprirent	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
d’honnêtes	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
commence-t	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0
d’envie	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
combattaient	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0
d’enterrement	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0
combattait	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0
combattit	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0
combinait	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
combinant	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
combinée	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
combla	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0
comiques	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0
commandant	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
commandée	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0
commencerais	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
d’escalier	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
commentaire	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
commentaires	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
d’emmener	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
commença-t-elle	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
d’embêtements	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
commençât	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0
commettait	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0
d’effroi	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
d’chez	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
d’avis	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
d’avertir	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
commisération	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0
colzas	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
colossales	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0
d’avenir	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0
collerettes	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0
coiffures	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
coke	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
cold-cream	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
d’hier	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0
colique	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
colis	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0
colla	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
collaborateur	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
collection	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0
d’extase	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
d’expérience	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
d’expulser	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
collet-monté	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
d’espace	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0
d’expression	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
collègue	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0
collégien	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0
d’expansion	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
colombe	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0
d’excursion	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0
d’exclamations	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
coloniser	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
colonnade	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
colons	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
d’essai	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
d’espérances	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
commit	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
d’avare	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0
comprimées	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
d’apporter	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0
complot	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0
d’arlequin	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
d’argot	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
d’ardeurs	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
compléta	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
complétaient	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
complété	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0
composaient	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0
d’appui	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
compose	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0
d’approbation	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
d’apprendre	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
composent	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
d’arracher	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
composer	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
d’apparence	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
composés	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0
compotiers	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0
comprendrait	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0
d’angoisses	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
comprennent	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
comprenons	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0
d’anciennes	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
comprimer	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
comprimé	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0
d’amours	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
d’armoire	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
d’arrivée	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
communiantes	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
d’attentions	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
d’avancer	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
communions	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0
d’avaler	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
d’autorité	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
d’automne	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0
communiqué	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
d’aucune	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
commère	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
compagnes	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0
d’aucun	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0
compagnies	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0
d’attraper	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
d’attention	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
complimenta	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
compara	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
d’atteler	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
d’attaquer	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
comparaisons	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
d’astre	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
comparez	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
d’assister	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
d’assaut	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
compatir	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0
compensations	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0
d’article	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
complications	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0
humiliée	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0
différemment	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
ivoires	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
infaillibilité	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
impatient	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0
jurais	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
apercevra	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
impatiente	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0
juraient	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
impatienter	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
jumeaux	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0
impayable	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0
inflammation	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
impertinence	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
aigrelette	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0
infirmités	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0
interrogea-t-elle	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
juifs	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
interrogeaient	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0
infirme	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
aigrir	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
apaisé	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0
apaiser	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
impitoyable	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
abstint	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0
apache	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
infinité	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
imploraient	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
jugent	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0
impatiemment	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
aides	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0
interprétations	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
justesse	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0
imminent	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
juvisy	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
justifiées	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0
apparemment	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
abrupts	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
apparaissent	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0
immondes	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
immorales	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
justifie	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
abrutit	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0
abréger	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0
jusques	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0
impartialité	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
apitoyée	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
immuable	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
interlocuteurs	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0
jus	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
aidera	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0
aiderai	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0
immédiates	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0
intermittence	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
infligé	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
juridiction	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
interne	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0
jugements	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0
infiniment	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
abusant	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0
intimidé	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
antiphlogistique	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
imposée	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0
adoption	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
impraticable	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
impraticables	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
adopter	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
accabler	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
accablez	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
accents	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
infecte	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
aimions	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
joujoux	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
imposteur	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0
intimités	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
impressionnée	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
aimons-nous	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0
infamies	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
acceptable	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0
antagonisme	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
intitulé	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
acceptai	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
acceptaient	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
intitulée	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
anodines	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
accablante	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0
impossibilités	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
infime	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
infernale	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
interrompait	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
anéantis	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0
impoli	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
importaient	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
interrompant	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
abusée	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
abîmer	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0
aimante	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0
aimera	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
importunes	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
interrompirent	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0
interrompit-elle	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
jouât	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
aimeraient	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
adoraient	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
interromps	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
anxieusement	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0
aimerais	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
aimerait	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0
imposais	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
intervenant	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0
adoptée	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
imposante	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0
acacias	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
adressais	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
informa	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
abrités	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
agitées	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0
abcès	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
ifs	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
aberration	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
abjection	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
apprennent	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
ignominie	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0
j’étudiais	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
advint	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
inhabitée	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
agitèrent	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
abois	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0
insuffisance	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0
inintelligibles	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
agonisait	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0
agonisant	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
j’écoute	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
apprenais	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0
j’ose	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0
apportés	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0
insulte	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
ignorons	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
j’irais	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0
apportât	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
agonisants	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
abattus	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0
apprise	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0
ingénue	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0
identiques	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
affaissement	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
hêtres	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0
affairés	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0
abandonnais	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
approchant	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0
abandonnera	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
abandonnerai	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0
affairée	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
approchaient	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0
affaiblit	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0
approchai	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
laborieux	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0
affable	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0
labeurs	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
idiote	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
agis	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
idiotes	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0
agissais	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0
kirsch	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
abat-jour	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0
idiots	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
initiales	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0
affaibli	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
abattit	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0
abonnement	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
apportais	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
jésuite	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
informant	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0
appellent	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
imitait	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0
aguerries	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
informe	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0
aguerris	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
aguets	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0
appelais	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0
imiterai	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
appelai	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0
intense	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0
