	Dickens_Cricket_0	Dickens_Cricket_1	Dickens_Cricket_2	Dickens_Cricket_3	Dickens_Cricket_4	Dickens_Cricket_5	Dickens_Cricket_6	Dickens_Cricket_7	Dickens_Cricket_8	Dickens_Cricket_sum
Between_PRP_between	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
benison_NN1_benison	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
180_CRD_180	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
penitence_NN1_penitence	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
gentlewoman_NN1_gentlewoman	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
like_CJS_like	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
reproach_VVI_reproach	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
bow_NN1_bow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
wished_VVD_wish|wished	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
dispute_NN1_dispute	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
forced_VVN_force|forced	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
desire_NN1_desire	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
on_AV0_on	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
narrowly_AV0_narrowly	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
judging_VVG_judge|judging	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
obstruction_NN1_obstruction	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
waited_VVD_wait	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
suspicion_NN1_suspicion	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
burned_VVN_burn|burned	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
advised_VVD_advise|advised	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
scrutinising_VVG_scrutinise	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
secret_AJ0_secret	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
artifice_NN1_artifice	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
infer_VVB_infer	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
believed_VVN_believe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
over-persuaded_AJ0_over-persuaded	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
advantageous_AJ0_advantageous	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
sacrifice_NN1_sacrifice	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
sound_VVI_sound	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
WAS_VBD_be	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
190_CRD_190	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
bachelor_NN1_bachelor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
enough_DT0_enough	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
satisfactory_AJ0_satisfactory	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
penitent_AJ0_penitent	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
ribs_NN2_rib	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
concerned_AJ0_concerned|concern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
disguised_AJ0_disguised|disguise	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
undying_AJ0_undying	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
frank_AJ0_frank	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
reflect_VVI_reflect	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
entertainment_NN1_entertainment	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
proved_VVN_prove	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
judged_VVN_judge	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Accordingly_AV0_accordingly	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
evermore_AV0_evermore	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Constant_AJ0_constant	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
hardships_NN2_hardship	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
perils_NN2_peril	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Calendar_NN1_calendar	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
redeem_VVI_redeem	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
contract_NN1_contract	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
bestowed_VVN_bestow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Festival_NN1_festival	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Feast_NN1_feast	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
events_NN2_event	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
mark_VVI_mark	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
189_CRD_189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
duty_NN1_duty	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
arrangements_NN2_arrangement	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
richer_AJC_rich	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
completely_AV0_completely	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
endearing_AJ0_endearing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
faithfully_AV0_faithfully	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
lavished_VVD_lavish	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
middle-aged_AJ0_middle-aged	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
pretend_VVB_pretend	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
humdrum_AJ0_humdrum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
jog-trot_NN1_jog-trot	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
favour_NN1_favour	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
swear_VVI_swear	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
act_VVI_act	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
appointed_VVD_appoint|appointed	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Play_NN1_play	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
late_AJ0_late	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
kept_VVN_keep	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Devil_NN1_devil	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
derive_VVI_derive	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
flustered_AJ0_flustered|fluster	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
seeing_VVG_see|seeing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Speedily_AV0_speedily	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
succession_NN1_succession	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
unmitigated_AJ0_unmitigated	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
soul-fraught_AJ0_soul-fraught	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
beheld_VVD_beheld	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
rapture_NN1_rapture	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
handed_VVD_hand	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
interchange_NN1_interchange	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
include_VVI_include	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
wishing_VVG_wish	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
vigour_NN1_vigour	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Hooroar_NN1_Hooroar	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
191_CRD_191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
caught_VVN_catch	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Amid_PRP_amid	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
tumult_NN1_tumult	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
revealed_VVD_reveal|revealed	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
acknowledge_VVI_acknowledge	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
emotions_NN2_emotion	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
prevented_VVD_prevent	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
confounded_AJ0_confounded	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Flying_AJ0_flying|fly	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
retreated_VVD_retreat	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
giddy_AJ0_giddy	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
previous_AJ0_previous	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
lovers_NN2_lover	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
king_NN1_king	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
throw_VVI_throw	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
excuse_VVI_excuse	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
accompany_VVI_accompany	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
start_NN1_start	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
harsh_AJ0_harsh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
rush_NN1_rush	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
appeal_NN1_appeal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
goose_NN1_goose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
vexed_VVN_vex|vexed	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
allowance_NN1_allowance	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
vagabond_VVB_vagabond	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
elbows_NN2_elbow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Cart_NN1_cart	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
flour_NN1_flour	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
prepare_VVI_prepare	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
furrow_NN1_furrow	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
managed_VVD_manage	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
articulate_VVI_articulate	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
caressing_VVG_caress|caressing	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
exquisite_AJ0_exquisite	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
Dearest_AJS_dear	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
Everything_PNI_everything	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
test_NN1_test	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
reverence_NN1_reverence	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
worn_AJ0_worn|wear	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
concentrated_VVN_concentrate|concentrated	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
garret_NN1_garret	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
meadow_NN1_meadow	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
nervous_AJ0_nervous	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
hesitating_VVG_hesitate	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
Confident_AJ0_confident	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
renewed_AJ0_renewed|renew	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
precisely_AV0_precisely	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Changes_NN2_change	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
half-past_PRP_half-past	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
placing_VVG_place|placing	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
man-trap_NN1_man-trap	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
past_PRP_past	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
hide_VVI_hide	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
palpitating_AJ0_palpitating|palpitate	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
dearer_AJC_dear	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
devotedly_AV0_devotedly	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
died_VVN_die	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
Speak_VVB_speak	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
mournful_AJ0_mournful	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
flow_VVI_flow	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
Cricket-voice_NN1_Cricket-voice	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
hovering_VVG_hover|hovering	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
roughly_AV0_roughly	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
shielded_VVN_shield|shielded	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
greatly_AV0_greatly	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
Those_DT0_those	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
presents_VVZ_present	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
dismally_AV0_dismally	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
spread_VVD_spread	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
deceive_VVI_deceive	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
185_CRD_185	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
compassionate_AJ0_compassionate	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
sorrowfully_AV0_sorrowfully	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
dejected_AJ0_dejected	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
grey-haired_AJ0_grey-haired	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
mineral_NN1_mineral	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
despondent_AJ0_despondent	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
bowed_VVD_bow	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
sacred_AJ0_sacred	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
vegetable_NN1_vegetable	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
object_NN1_object	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
touchstone_NN1_touchstone	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
noticed_VVN_notice	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
wondered_VVD_wonder	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
whitening_VVG_whiten	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
perceiving_VVG_perceive	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
press_VVI_press	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
bounding_AJ0_bounding	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
doorways_NN2_doorway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
housebreaker_NN1_housebreaker	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
ran_VVD_run	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
hiccoughing_VVG_hiccough	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
twelve_CRD_twelve	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
drunk_AJ0_drunk|drink	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
entering_VVG_enter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
exultingly_AV0_exultingly	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
188_CRD_188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
neighbourhood_NN1_neighbourhood	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
assistants_NN2_assistant	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
professional_AJ0_professional	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
pots_NN2_pot	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
advanced_VVD_advance	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
seize_VVI_seize	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
upset_AJ0_upset	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
turnips_NN2_turnip	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
recoiling_VVG_recoil	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
peeled_VVD_peel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
greens_NN2_green	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Deaf_AJ0_deaf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Man_NN1_man	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
kiss_NN1_kiss	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
half-way_AV0_half-way	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
corners_NN2_corner	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
tumbled_VVD_tumble	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
rushed_VVN_rush|rushed	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
fluttered_VVD_flutter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
distressed_VVD_distress	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
save_VVI_save	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
panted_VVD_pant|panted	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
stumbling-block_NN1_stumbling-block	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
187_CRD_187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Nearer_AJC_near	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
ubiquity_NN1_ubiquity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
garden-gate_NN1_garden-gate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
everywhere_AV0_everywhere	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
uncontrollable_AJ0_uncontrollable	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
flinging_VVG_fling|flinging	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
streaming_AJ0_stream|streaming	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
sweeping_VVG_sweep|sweeping	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
194_CRD_194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Happily_AV0_happily	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
recollect_VVI_recollect	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
shrieked_VVD_shriek	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
removing_VVG_remove	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
healthy_AJ0_healthy	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
living_NN1_living|live	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
locked_VVN_lock|locked	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
heartiness_NN1_heartiness	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
sunburnt_AJ0_sunburnt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
merit_NN1_merit	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
wearisome_AJ0_wearisome	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
wry-faced_AJ0_wry-faced	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
trembling_AJ0_tremble|trembling	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
168_CRD_168	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
Clasping_VVG_clasp	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
True_AJ0_true	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
sweet-tempered_AJ0_sweet-tempered	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
joyful_AJ0_joyful	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
Otherwise_AV0_otherwise	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
humbug_NN1_humbug	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
correcting_VVG_correct|correcting	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
repeated_VVN_repeat	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
firmly_AV0_firmly	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
faltering_AJ0_falter|faltering	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
tongue_NN1_tongue	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
resisted_VVD_resist	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
control_NN1_control	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
conviction_NN1_conviction	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Figure_NN1_figure	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
invocation_NN1_invocation	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
blighted_VVN_blight	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
taproom_NN1_taproom	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
bricks_NN2_brick	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
bars_NN2_bar	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
Altar_NN1_altar	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
nightly_AV0_nightly	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
sacrificed_VVN_sacrifice	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
petty_AJ0_petty	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
thrilled_VVD_thril	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
freshly_AV0_freshly	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
summon_VVI_summon	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
artless_AJ0_artless	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
